Factor	ASV	edge	sig	core_group	Category	Correlation
Dewpoint_avg_Week4	f78ba5c82c54c4d3776dda17c1dd091a	-0.268745874	0.016655069	Sphingomonadales	Climatic_conditions	Negative
Temp_high_Week1	ebbacbda98427ba94a3219022c67eb6c	-0.268691562	0.016706964	Chaetothyriales	Climatic_conditions	Negative
Precipitation_Week1	352d386293a59777de3e3e6a91f58466	-0.268513267	0.01677008	Hypocreales	Climatic_conditions	Negative
Precipitation_Week2	352d386293a59777de3e3e6a91f58466	-0.268513267	0.01677008	Hypocreales	Climatic_conditions	Negative
Precipitation_Week3	352d386293a59777de3e3e6a91f58466	-0.268513267	0.01677008	Hypocreales	Climatic_conditions	Negative
Precipitation_Week4	352d386293a59777de3e3e6a91f58466	-0.268513267	0.01677008	Hypocreales	Climatic_conditions	Negative
Humidity_avg_Week1	5fa18956f4568992101c9ca7bea0ab57	-0.268429702	0.01677008	Pleosporales	Climatic_conditions	Negative
Wind_high_Week4	52ab7d4f5ffd1fa9133fa56d849126cf	-0.268136802	0.01677008	Sphingomonadales	Climatic_conditions	Negative
Dewpoint_avg_Week3	a96078b17eb82a36a9f89d8b4c0441b4	-0.268070082	0.01677008	Pleosporales	Climatic_conditions	Negative
Phosphore	c0d80519b1e34920abdaa60fcbec924e	-0.267933646	0.01677008	Rhizobiales	Soil_properties	Negative
Aluminium	1261ca6c6e62aeea11cf9f2165d77773	-0.267607753	0.01702088	Sphingomonadales	Soil_properties	Negative
Temp_avg_Week1	c26cf275f4c8b742605f33418b4c7652	-0.267588247	0.01702088	Burkholderiales	Climatic_conditions	Negative
Dewpoint_avg_Week2	f01c586267b9810d2295f0df5e54c366	-0.267335836	0.01728027	Pleosporales	Climatic_conditions	Negative
pH	9b8ac0946959b16945f433e75591a9b7	-0.267269293	0.017350037	Chaetothyriales	Soil_properties	Negative
pH	1adf69f6bdc64fd2f47e50157303b77b	-0.267199092	0.017424691	Rhizobiales	Soil_properties	Negative
Manganese	d402e600aefa6cb91381ddd70647a4e2	-0.267081348	0.017560013	Sphingomonadales	Soil_properties	Negative
Phosphore	fbeeb19f04d65022573c52ecdc07f9e3	-0.26695761	0.017689999	Rhizobiales	Soil_properties	Negative
Temp_low_Week3	fbeeb19f04d65022573c52ecdc07f9e3	-0.266894003	0.017757574	Rhizobiales	Climatic_conditions	Negative
Dewpoint_low_Week2	f920c3503284689300f54fbc9d9f4abc	-0.266816268	0.017843625	Rhizobiales	Climatic_conditions	Negative
Calcium	981558e02737fd9dc5314d8396b8e849	-0.266502683	0.018238376	Sphingomonadales	Soil_properties	Negative
Temp_avg_Week2	990b3f232755eb5878ac961d5a8b5b25	-0.266387877	0.018367154	Chaetothyriales	Climatic_conditions	Negative
Wind_high_Week4	7d6d4fdd648bb5b6221290a2c5c9fe42	-0.266383443	0.018367154	Chaetothyriales	Climatic_conditions	Negative
Temp_high_Week3	7c3a42faf90bfdd268fc7ee6f74e5923	-0.266332325	0.018420561	Burkholderiales	Climatic_conditions	Negative
Carbon_nitrogen_ratio	5b4a9fcf77d768f8e8448c0e1ad080c9	-0.266188542	0.018583472	Chaetothyriales	Soil_properties	Negative
Humidity_low_Week3	a96078b17eb82a36a9f89d8b4c0441b4	-0.266074857	0.018711486	Pleosporales	Climatic_conditions	Negative
Temp_high_Week4	d9861545e3713fb41c6e66a8eacfd3b4	-0.266069189	0.018711486	Microtrichales	Climatic_conditions	Negative
Wind_high_Week3	5fa18956f4568992101c9ca7bea0ab57	-0.265883152	0.018908107	Pleosporales	Climatic_conditions	Negative
Dewpoint_high_Week1	993a11db71484f6d7d6c4ce9d957401e	-0.265837538	0.018955533	Chaetothyriales	Climatic_conditions	Negative
pH	9a1dbcd6ff86bbcd2f3c1bcf7219d708	-0.265674658	0.019074861	Sphingomonadales	Soil_properties	Negative
Aluminium	1db335e1777f8f7c6f1761f5319f6193	-0.265578422	0.019192567	Sphingomonadales	Soil_properties	Negative
Temp_avg_Week1	993a11db71484f6d7d6c4ce9d957401e	-0.265438149	0.019372244	Chaetothyriales	Climatic_conditions	Negative
Temp_avg_Week2	1d3577ceb4f98bde7340e9484ed39097	-0.265077532	0.019835004	Helotiales	Climatic_conditions	Negative
Temp_low_Week1	c26cf275f4c8b742605f33418b4c7652	-0.265077436	0.019835004	Burkholderiales	Climatic_conditions	Negative
Aluminium	f4fcf60b036c82daaf60f7c90773d6c3	-0.264539608	0.020457101	Sphingomonadales	Soil_properties	Negative
Humidity_low_Week2	966b2cd59ebf0ff733c0011885d94f38	-0.264524563	0.020463447	Sphingomonadales	Climatic_conditions	Negative
Humidity_low_Week1	4fb4e90d7d47e173834067ff3cfeec25	-0.264427801	0.020590042	Burkholderiales	Climatic_conditions	Negative
Dewpoint_low_Week2	b34697ef699de28e78ca18fd81c019aa	-0.264096781	0.021035514	Propionibacteriales	Climatic_conditions	Negative
Manganese	2d729064ee044753c167063617569a09	-0.263894641	0.02129298	Rhizobiales	Soil_properties	Negative
Humidity_avg_Week2	eebd0b71090eb4e2ca3179f4ddff1cff	-0.26385853	0.02131546	Chaetothyriales	Climatic_conditions	Negative
Dewpoint_high_Week1	0e14b541516926a73cf9a0d757511637	-0.263503696	0.021779664	Pleosporales	Climatic_conditions	Negative
Dewpoint_low_Week1	2800eac07c1b68a94017ea7c82307ca0	-0.263437667	0.021865947	Hypocreales	Climatic_conditions	Negative
pH	715a5d3872fd3c05667063cb35a8ab88	-0.263402797	0.0219038	Chaetothyriales	Soil_properties	Negative
Wind_high_Week2	7a08cbd8fc1391983257d4a0a5b81b40	-0.263275569	0.022070041	Burkholderiales	Climatic_conditions	Negative
pH	c0d80519b1e34920abdaa60fcbec924e	-0.263148099	0.022154085	Rhizobiales	Soil_properties	Negative
Dewpoint_high_Week3	a1f29e85ff4a7ca41ca993afc52743bf	-0.26277565	0.022698445	Burkholderiales	Climatic_conditions	Negative
Shannon_diversity_plant_communities	105c706c6b955935e889454ad8587668	-0.262724826	0.022763592	Caulobacterales	Plant_diversity	Negative
Dewpoint_avg_Week3	352d386293a59777de3e3e6a91f58466	-0.262492357	0.023091124	Hypocreales	Climatic_conditions	Negative
Iron	1db335e1777f8f7c6f1761f5319f6193	-0.262359454	0.023258007	Sphingomonadales	Soil_properties	Negative
Dewpoint_high_Week4	eebd0b71090eb4e2ca3179f4ddff1cff	-0.262259395	0.023382144	Chaetothyriales	Climatic_conditions	Negative
Windgust_Week2	7a08cbd8fc1391983257d4a0a5b81b40	-0.26130369	0.024749803	Burkholderiales	Climatic_conditions	Negative
Dewpoint_low_Week2	981558e02737fd9dc5314d8396b8e849	-0.261223935	0.024854843	Sphingomonadales	Climatic_conditions	Negative
Temp_high_Week3	2868504426c363f524c327b0e56970f2	-0.260940835	0.02528833	Sphingomonadales	Climatic_conditions	Negative
Humidity_avg_Week4	45ac4c44140f298dd6674b608644a915	-0.260934617	0.02528833	Sphingomonadales	Climatic_conditions	Negative
pH	c83db5e19de6ab149e9d4bc63bd27821	-0.260849847	0.025408457	Rhizobiales	Soil_properties	Negative
Temp_low_Week1	981558e02737fd9dc5314d8396b8e849	-0.26071787	0.025608766	Sphingomonadales	Climatic_conditions	Negative
Calcium	f6cf9c087ee9ef87980d30c93030df42	-0.260478365	0.025885564	Sphingomonadales	Soil_properties	Negative
Dewpoint_high_Week4	3ef978fc7de5a779b3a2a463cdff3481	-0.260254092	0.025885564	Chaetothyriales	Climatic_conditions	Negative
Plant_cover	f4fcf60b036c82daaf60f7c90773d6c3	-0.260125005	0.025885564	Sphingomonadales	Plant_diversity	Negative
Humidity_avg_Week1	7a08cbd8fc1391983257d4a0a5b81b40	-0.259993114	0.025885564	Burkholderiales	Climatic_conditions	Negative
Dewpoint_high_Week3	f7a6fcd66ada3722a49f06111f8c5790	-0.259614732	0.025885564	Burkholderiales	Climatic_conditions	Negative
Calcium	aae8eb63402e9d7e63bd3c0732e92ddf	-0.259511592	0.026028485	Sphingomonadales	Soil_properties	Negative
pH	3fa7515fdf29d8e0a97e8505c954e112	-0.25940736	0.026183909	Chaetothyriales	Soil_properties	Negative
Dewpoint_avg_Week2	3ab273eba08d3eb13919f47fb73d7429	-0.259374471	0.026226526	Rhizobiales	Climatic_conditions	Negative
Shannon_diversity_plant_communities	80b5811d1e3410edb41428053b059dee	-0.259183377	0.026544413	Burkholderiales	Plant_diversity	Negative
Temp_high_Week4	993a11db71484f6d7d6c4ce9d957401e	-0.25905787	0.026760886	Chaetothyriales	Climatic_conditions	Negative
Dewpoint_avg_Week2	ebbacbda98427ba94a3219022c67eb6c	-0.258951158	0.026943495	Chaetothyriales	Climatic_conditions	Negative
Temp_high_Week1	f920c3503284689300f54fbc9d9f4abc	-0.258859057	0.02708108	Rhizobiales	Climatic_conditions	Negative
Dewpoint_avg_Week2	96cbc8730e424d9b022f632f0f56ce03	-0.258751113	0.027249577	Sphingomonadales	Climatic_conditions	Negative
Temp_low_Week3	5ac7662a9cff8faf69896230b80530df	-0.258645909	0.027432435	Rhizobiales	Climatic_conditions	Negative
Dewpoint_low_Week3	352d386293a59777de3e3e6a91f58466	-0.258615466	0.027472311	Hypocreales	Climatic_conditions	Negative
pH	a2189c699cb90d69df931debe3c29b17	-0.258540143	0.027580109	Hypocreales	Soil_properties	Negative
Humidity_avg_Week4	f78ba5c82c54c4d3776dda17c1dd091a	-0.258341689	0.027871251	Sphingomonadales	Climatic_conditions	Negative
Dewpoint_low_Week3	f7a6fcd66ada3722a49f06111f8c5790	-0.258316697	0.027876304	Burkholderiales	Climatic_conditions	Negative
Wind_high_Week2	1e66d98a0dd0b8a765071507f5d576a5	-0.258279264	0.027898973	Burkholderiales	Climatic_conditions	Negative
Temp_high_Week3	bb55592c60980bda3881288652a69306	-0.258237785	0.027961168	Pleosporales	Climatic_conditions	Negative
Humidity_avg_Week3	3cb1c37f50afcbcf378ed88bc505e830	-0.25806848	0.028255903	Microtrichales	Climatic_conditions	Negative
Windgust_Week4	ee05d3c03bc0c144dcf03cd4a93df98f	-0.257946622	0.028459149	Hypocreales	Climatic_conditions	Negative
Temp_low_Week1	aae8eb63402e9d7e63bd3c0732e92ddf	-0.257783034	0.028689721	Sphingomonadales	Climatic_conditions	Negative
Phosphore	5ac7662a9cff8faf69896230b80530df	-0.25769976	0.028837586	Rhizobiales	Soil_properties	Negative
Wind_high_Week3	4f9583249faa626abf88b0d38075e6e1	-0.257685347	0.028847317	Chaetothyriales	Climatic_conditions	Negative
pH	6a4e06f0fa0d43ddbcf89068d4da916d	-0.257625958	0.028870667	Propionibacteriales	Soil_properties	Negative
Temp_low_Week1	32e32f722442c7ef5b52d387d74efe3c	-0.257518737	0.029048609	Pleosporales	Climatic_conditions	Negative
Dewpoint_high_Week2	5ac7662a9cff8faf69896230b80530df	-0.257457523	0.029153415	Rhizobiales	Climatic_conditions	Negative
Temp_high_Week3	8c33d535f290999c8fb99458b01849d9	-0.257413434	0.02920432	Rhizobiales	Climatic_conditions	Negative
Temp_high_Week4	f406093c66967d7dbb69ae0055648006	-0.257400742	0.029210781	Chaetothyriales	Climatic_conditions	Negative
Humidity_high_Week2	5662f70e796488349c85d31951cf0a6a	-0.256896181	0.03006531	Helotiales	Climatic_conditions	Negative
Magnesium	7bbcf9bf588f239ddefaac9b12fe9a7c	-0.256759672	0.030282167	Sphingomonadales	Soil_properties	Negative
Wind_high_Week2	1cfed5ec88a3950b146bd54d22797e37	-0.256749884	0.030282871	Hypocreales	Climatic_conditions	Negative
Shannon_diversity_plant_communities	d402e600aefa6cb91381ddd70647a4e2	-0.256671458	0.030428322	Sphingomonadales	Plant_diversity	Negative
Temp_high_Week2	bc8887e3a15f74925ef4eb3f8456d371	-0.256521385	0.030677827	Pleosporales	Climatic_conditions	Negative
Dewpoint_high_Week1	990b3f232755eb5878ac961d5a8b5b25	-0.256371464	0.030946745	Chaetothyriales	Climatic_conditions	Negative
pH	19b5a20d32a0336e5dc4bee8ac648ed6	-0.256140542	0.031408395	Sphingomonadales	Soil_properties	Negative
Dewpoint_high_Week3	56b17ee22867f28d69ceed6536bce3f4	-0.256139068	0.031408395	Hypocreales	Climatic_conditions	Negative
Temp_low_Week3	85fe2bf59538ebeb73dd821f30e4fa78	-0.256084242	0.031507385	Sphingomonadales	Climatic_conditions	Negative
pH	d97ceacfb19028348f565433c67313e0	-0.256046148	0.03157006	Burkholderiales	Soil_properties	Negative
pH	2d6f48fcd6b9ef262a0f5dfb8e79c87c	-0.255988134	0.031676533	Sphingomonadales	Soil_properties	Negative
Calcium	c26cf275f4c8b742605f33418b4c7652	-0.255952944	0.031733157	Burkholderiales	Soil_properties	Negative
Temp_high_Week3	dbebdb6abe12518e61f98fbdd2609c5d	-0.25586886	0.03189768	Chaetothyriales	Climatic_conditions	Negative
Temp_avg_Week3	5fa18956f4568992101c9ca7bea0ab57	-0.255836137	0.03194923	Pleosporales	Climatic_conditions	Negative
Temp_avg_Week1	3349f0b50c0cc58aa86de7ced77a9acf	-0.255714009	0.03217855	Xylariales	Climatic_conditions	Negative
Precipitation_Week1	a96078b17eb82a36a9f89d8b4c0441b4	-0.255648694	0.032240527	Pleosporales	Climatic_conditions	Negative
Precipitation_Week2	a96078b17eb82a36a9f89d8b4c0441b4	-0.255648694	0.032240527	Pleosporales	Climatic_conditions	Negative
Precipitation_Week3	a96078b17eb82a36a9f89d8b4c0441b4	-0.255648694	0.032240527	Pleosporales	Climatic_conditions	Negative
Precipitation_Week4	a96078b17eb82a36a9f89d8b4c0441b4	-0.255648694	0.032240527	Pleosporales	Climatic_conditions	Negative
Dewpoint_high_Week1	b9662fb7b98a06c519aa8d43ee446db2	-0.255311779	0.032957441	Pleosporales	Climatic_conditions	Negative
Dewpoint_avg_Week3	5fa18956f4568992101c9ca7bea0ab57	-0.255120875	0.033373142	Pleosporales	Climatic_conditions	Negative
Humidity_low_Week4	cfb7c2be2639d4cc66544bc44bbc0c4d	-0.255007497	0.033571467	Caulobacterales	Climatic_conditions	Negative
pH	fdfc844f32ef9ebb7080c8185381ccb5	-0.254781834	0.034020224	Chaetothyriales	Soil_properties	Negative
Humidity_avg_Week2	966b2cd59ebf0ff733c0011885d94f38	-0.254690894	0.034200627	Sphingomonadales	Climatic_conditions	Negative
Dewpoint_avg_Week2	96a7cc71a8d5b114f375f2bd809e8853	-0.254673057	0.034220676	Pleosporales	Climatic_conditions	Negative
Humidity_low_Week1	ce6d914a83f40b953ee084f638361520	-0.254386751	0.034730156	Pleosporales	Climatic_conditions	Negative
Temp_low_Week2	3651972045124590a0b441270cf5082d	-0.254340047	0.034730156	Chaetothyriales	Climatic_conditions	Negative
Windgust_Week2	352d386293a59777de3e3e6a91f58466	-0.254257321	0.034789305	Hypocreales	Climatic_conditions	Negative
Temp_low_Week1	3ab273eba08d3eb13919f47fb73d7429	-0.254117733	0.035102515	Rhizobiales	Climatic_conditions	Negative
Humidity_low_Week2	764657cb35fb7244a443c159eccb13d2	-0.254007529	0.035324539	Sphingomonadales	Climatic_conditions	Negative
Temp_low_Week2	c26cf275f4c8b742605f33418b4c7652	-0.253890064	0.035581499	Burkholderiales	Climatic_conditions	Negative
Calcium	c0fcfba582106c32693183baa337d12c	-0.253799922	0.035673548	Burkholderiales	Soil_properties	Negative
Iron	37f8ffec4ea09da652e9db363d8678bd	-0.253749196	0.035775403	Burkholderiales	Soil_properties	Negative
Manganese	37f8ffec4ea09da652e9db363d8678bd	-0.253716443	0.035810749	Burkholderiales	Soil_properties	Negative
Calcium	cf73920a28d599ed5292c358bb71881c	-0.253635166	0.03594311	Pleosporales	Soil_properties	Negative
Temp_avg_Week2	c1717be60042afa458fbbacb6faf9cab	-0.253441427	0.036355264	Hypocreales	Climatic_conditions	Negative
Temp_high_Week1	e255a7cac19c3236b25e183868983627	-0.253382276	0.036457209	Hypocreales	Climatic_conditions	Negative
Humidity_high_Week1	49422239b679ef53fe23d37834d344a3	-0.253304635	0.036605805	Burkholderiales	Climatic_conditions	Negative
Temp_low_Week4	bc8887e3a15f74925ef4eb3f8456d371	-0.253241959	0.036694412	Pleosporales	Climatic_conditions	Negative
Wind_high_Week2	b54b8f7a9222f490553525009d1795ef	-0.253213286	0.036743592	Pleosporales	Climatic_conditions	Negative
Calcium	44df5a1eca2057b4ca5f07dd6b70fe89	-0.253150024	0.036857089	Propionibacteriales	Soil_properties	Negative
Temp_high_Week1	c0d80519b1e34920abdaa60fcbec924e	-0.25297751	0.037271606	Rhizobiales	Climatic_conditions	Negative
Temp_avg_Week3	3651972045124590a0b441270cf5082d	-0.25296194	0.037288097	Chaetothyriales	Climatic_conditions	Negative
PCoA1_plant_communities	7a08cbd8fc1391983257d4a0a5b81b40	-0.252820037	0.037604913	Burkholderiales	Plant_diversity	Negative
Temp_avg_Week1	e255a7cac19c3236b25e183868983627	-0.252798092	0.037637971	Hypocreales	Climatic_conditions	Negative
Temp_low_Week1	c32c6f1122b5a3c796e3624d43b4d75c	-0.252723746	0.03780624	Caulobacterales	Climatic_conditions	Negative
Windgust_Week1	f7a6fcd66ada3722a49f06111f8c5790	-0.252566226	0.038103307	Burkholderiales	Climatic_conditions	Negative
Dewpoint_avg_Week2	993a11db71484f6d7d6c4ce9d957401e	-0.252477693	0.038280631	Chaetothyriales	Climatic_conditions	Negative
Plant_cover	d493dce8822a6e2805997f65efb77a61	-0.252446918	0.038326936	Sphingomonadales	Plant_diversity	Negative
Temp_low_Week1	ec7aefb29b9517ed3bf0c4479d67d701	-0.25244188	0.038326936	Burkholderiales	Climatic_conditions	Negative
Humidity_avg_Week4	70250d7c445cb8e5b3d6f99427b93abd	-0.252360589	0.038492636	Sphingomonadales	Climatic_conditions	Negative
Humidity_avg_Week3	4203e09c87b3b7ef69b801652d43dcf6	-0.252171926	0.038788041	Helotiales	Climatic_conditions	Negative
Calcium	faf9b0b04ab09c87a8bee1805db97939	-0.252119432	0.038788041	Burkholderiales	Soil_properties	Negative
Dewpoint_low_Week2	f01c586267b9810d2295f0df5e54c366	-0.252089499	0.038788041	Pleosporales	Climatic_conditions	Negative
Dewpoint_high_Week1	e255a7cac19c3236b25e183868983627	-0.252013977	0.038885596	Hypocreales	Climatic_conditions	Negative
Wind_high_Week2	f7a6fcd66ada3722a49f06111f8c5790	-0.25200177	0.038894285	Burkholderiales	Climatic_conditions	Negative
Humidity_avg_Week3	59f0e1cbf8a77b9c0e14f3f75f77673d	-0.251788236	0.039440134	Burkholderiales	Climatic_conditions	Negative
Humidity_avg_Week1	c03cfbe473003df5ba9ca70b751f751e	-0.251614737	0.039691462	Burkholderiales	Climatic_conditions	Negative
Dewpoint_low_Week1	b9662fb7b98a06c519aa8d43ee446db2	-0.251573343	0.039779342	Pleosporales	Climatic_conditions	Negative
Manganese	49bf2976575dc8e27687def03b5ae5d1	-0.251489	0.039959897	Burkholderiales	Soil_properties	Negative
Temp_high_Week2	b476e0463e33c72532fee1fb7748c2ae	-0.251401221	0.040147958	Sphingomonadales	Climatic_conditions	Negative
Temp_avg_Week4	3ef978fc7de5a779b3a2a463cdff3481	-0.251393335	0.040147958	Chaetothyriales	Climatic_conditions	Negative
Dewpoint_high_Week2	2066be97f74b36cab1309ceaf88c5fa5	-0.251264853	0.040402675	Rhizobiales	Climatic_conditions	Negative
Dewpoint_avg_Week2	4109c97b60b03e5240709635b8b00df8	-0.25120629	0.040527136	Sphingomonadales	Climatic_conditions	Negative
Dewpoint_low_Week2	b3daf6aa0141ad8b156d79e15fc265e8	-0.251201891	0.040527136	Sphingomonadales	Climatic_conditions	Negative
Temp_low_Week3	90fcaf7f94754ecba27915ab55811c59	-0.251174552	0.040578099	Xylariales	Climatic_conditions	Negative
Dewpoint_low_Week1	981558e02737fd9dc5314d8396b8e849	-0.251160703	0.040581865	Sphingomonadales	Climatic_conditions	Negative
Dewpoint_low_Week1	6cf39736ac1f676d72f985394c6685c6	-0.25114242	0.040581865	Pleosporales	Climatic_conditions	Negative
Magnesium	b436f9f348d3807f5a124d8415eaebb6	-0.251142068	0.040581865	Sphingomonadales	Soil_properties	Negative
Temp_low_Week2	eb621b133fcc0b0829e68efdcc9538f7	-0.251137893	0.040581865	Solirubrobacterales	Climatic_conditions	Negative
Manganese	687d21e3c157c639ce64426cef257f25	-0.250975982	0.040981293	Rhizobiales	Soil_properties	Negative
Temp_low_Week4	b476e0463e33c72532fee1fb7748c2ae	-0.250959743	0.041001968	Sphingomonadales	Climatic_conditions	Negative
Plant_cover	638a92e4c01fbd0ced1db6e8b44e940b	-0.250744525	0.041505676	Sphingomonadales	Plant_diversity	Negative
Humidity_low_Week3	acd831fd981099b26d656188822cf09d	-0.250720882	0.041547492	Chaetothyriales	Climatic_conditions	Negative
pH	c0fcfba582106c32693183baa337d12c	-0.250675629	0.041637144	Burkholderiales	Soil_properties	Negative
Calcium	de1d577ae061f46941c61751b72dc51b	-0.250671517	0.041637144	Hypocreales	Soil_properties	Negative
pH	afa0ac2fddccf4a3ac6808b6155260e6	-0.250453289	0.042032212	Chaetothyriales	Soil_properties	Negative
Wind_high_Week2	08cdc9a34efb0aeb8a10b89033dd7635	-0.250175335	0.042603441	Sphingomonadales	Climatic_conditions	Negative
Humidity_avg_Week2	f78ba5c82c54c4d3776dda17c1dd091a	-0.250165677	0.042606201	Sphingomonadales	Climatic_conditions	Negative
pH	07e2e0d6f14e6c9eb87db40417be3a72	-0.25015483	0.042612404	Helotiales	Soil_properties	Negative
Dewpoint_low_Week4	cfb7c2be2639d4cc66544bc44bbc0c4d	-0.249744162	0.043683034	Caulobacterales	Climatic_conditions	Negative
pH	6da9d806cdc896a9d344d5922797935a	-0.24971214	0.043726307	Xylariales	Soil_properties	Negative
Humidity_high_Week1	2418c4c0e1b5b0c5f778dd4b2c1492d7	-0.249691966	0.043746164	Burkholderiales	Climatic_conditions	Negative
Humidity_avg_Week4	68b1e993901511a0e48c63d8f6ce26eb	-0.249685301	0.043746164	Caulobacterales	Climatic_conditions	Negative
Phosphore	bbaecb7fe1f62f008bc7dc8765480cf2	-0.249614134	0.043913657	Burkholderiales	Soil_properties	Negative
WHC	bbeba3ba71460768bb86096ddb2389d7	-0.249587457	0.043967093	Rhizobiales	Soil_properties	Negative
pH	5108a6ca84035b8f5ddfefbe336a58b0	-0.249433814	0.044373293	Rhizobiales	Soil_properties	Negative
Humidity_high_Week1	5359a493f13c37cc34ab493ee6806643	-0.249396204	0.044460031	Burkholderiales	Climatic_conditions	Negative
